YM,brand,product,category,pu,rev
2020-10,,3828956,computers.peripherals.printer,1,10.08
2020-10,,3828957,computers.peripherals.printer,5,52.95
2020-10,,3828958,computers.peripherals.printer,1,10.14
2020-10,,3829173,electronics.telephone,1,80
2020-10,,3829355,electronics.telephone,45,2126.520000000001
2020-10,,3829358,electronics.telephone,1,40.32
2020-10,,3829360,electronics.telephone,1,26.98
2020-10,,3829361,electronics.telephone,5,166.64999999999998
2020-10,,3829374,electronics.telephone,9,321.45000000000005
2020-10,,3829375,electronics.telephone,1,26.19
2020-10,,3829463,electronics.telephone,4,67.4
2020-10,,3829475,electronics.telephone,1,43.33
2020-10,,3829491,electronics.telephone,4,220.01000000000002
2020-10,,3829623,,1,19.41
2020-10,,4006928,auto.accessories.alarm,1,32.6
2020-10,,4011564,computers.desktop,1,211.76
2020-10,,4013050,electronics.telephone,1,14.29
2020-10,,4013077,computers.peripherals.printer,1,16.41
2020-10,,4013248,electronics.telephone,1,43.17
2020-10,,4013249,electronics.telephone,1,42.22
2020-10,,4013265,electronics.telephone,1,56.83
2020-10,,4013379,electronics.telephone,1,20.96
2020-10,,4044629,computers.components.hdd,1,190.54
2020-10,,4044723,electronics.telephone,2,67.62
2020-10,,4051756,electronics.clocks,1,56.51
2020-10,,4079248,electronics.telephone,2,143.5
2020-10,,4079328,electronics.audio.headphone,1,10.95
2020-10,,4099053,construction.tools.screw,1,11.27
2020-10,,4100557,computers.peripherals.printer,1,17.49
2020-10,,4100736,computers.desktop,7,474.8700000000001
2020-10,,4101304,electronics.telephone,3,331.44
2020-10,,4101433,electronics.telephone,1,14.29
2020-10,,4102613,,2,151.92
2020-10,,4154341,electronics.telephone,2,147.63
2020-10,,4154347,electronics.telephone,1,44.76
2020-10,,4154365,electronics.telephone,1,24.92
2020-10,,4154605,,1,15.56
2020-10,,4154608,,1,15.08
2020-10,,4154814,,2,36.38
2020-10,,4154830,,2,27.62
2020-10,,4154834,appliances.environment.vacuum,2,335.24
2020-10,,4155391,computers.components.power_supply,2,1036.32
2020-10,,4155843,stationery.cartrige,4,694.5999999999999
2020-10,,4156113,computers.desktop,1,880.64
2020-10,,4170449,computers.peripherals.mouse,1,39.06
2020-10,,4170966,computers.components.hdd,1,312.42
2020-10,,4171103,,1,234.28
2020-10,,4183765,electronics.telephone,1,75.72
2020-10,,4183872,computers.components.videocards,3,1048.3799999999999
2020-10,,4183873,computers.components.videocards,7,3374.4
2020-10,,4183880,,1,44.21
2020-10,accord,1016084,computers.components.power_supply,4,535.8
2020-10,accord,3721192,,12,464.65999999999997
2020-10,acer,1030086,computers.peripherals.monitor,1,740.67
2020-10,acer,1247869,electronics.video.projector,1,401.49
2020-10,acer,3759929,computers.peripherals.monitor,2,710.42
2020-10,acer,4009532,electronics.video.projector,1,2419.96
2020-10,acmepower,1622070,,1,157.84
2020-10,acv,454994,appliances.kitchen.grill,1,15.71
2020-10,acv,455110,,1,110.48
2020-10,acv,455111,,1,31.16
2020-10,acv,455714,,1,16.83
2020-10,acv,596070,auto.accessories.player,1,153.41
2020-10,acv,658828,,2,21.2
2020-10,acv,658832,,1,12.83
2020-10,acv,838196,electronics.audio.acoustic,2,376.20000000000005
2020-10,acv,1148949,electronics.video.tv,2,457.14
2020-10,acv,1821612,,1,32.94
2020-10,acv,3545666,electronics.audio.acoustic,1,241.28
2020-10,acv,3648532,electronics.video.tv,1,157.14
2020-10,acv,3828163,,5,188.55999999999997
2020-10,acv,4078956,auto.accessories.player,1,113.34
2020-10,acv,4101416,,1,39.21
2020-10,acv,4183794,auto.accessories.player,1,40.22
2020-10,acv,4183795,electronics.audio.acoustic,1,24.76
2020-10,adata,1029632,computers.components.hdd,2,161.34
2020-10,adata,1812567,computers.components.hdd,1,432.29999999999995
2020-10,aerocool,919843,computers.components.power_supply,1,259.68
2020-10,aerocool,1036404,,1,163.48
2020-10,aerocool,1042227,computers.components.power_supply,1,131.68
2020-10,aerocool,1549667,computers.components.power_supply,2,126.32
2020-10,aerocool,1579065,computers.components.cooler,1,22.35
2020-10,aerocool,1674574,,1,78.12
2020-10,agestar,841935,,1,37.11
2020-10,alas,1044762,computers.notebook,1,31.74
2020-10,alas,1282324,computers.notebook,4,367.74
2020-10,alas,1282436,computers.notebook,1,56.51
2020-10,alas,1282473,computers.notebook,1,53.33
2020-10,alas,1282565,computers.notebook,1,88.08
2020-10,alas,1366845,,1,4.14
2020-10,alas,1366862,,1,15.24
2020-10,alas,1366874,,2,54.6
2020-10,alas,1366880,,1,27.3
2020-10,alas,1367053,,1,27.3
2020-10,alas,1399937,,1,7.71
2020-10,alas,1399946,,1,13.65
2020-10,alas,1399959,,1,13.65
2020-10,alas,1399983,,1,11.27
2020-10,alcatel,1804105,computers.peripherals.wifi,2,538
2020-10,alcatel,3791904,electronics.telephone,1,94.06
2020-10,alcatel,4102625,electronics.telephone,1,146.92
2020-10,alcatel,4102626,electronics.telephone,2,587.68
2020-10,amd,942339,computers.components.cpu,18,1519.2899999999997
2020-10,amd,1007619,computers.components.cpu,1,369.46
2020-10,amd,1270820,computers.components.cpu,1,109.11
2020-10,amd,1399780,computers.components.cpu,3,598.8
2020-10,amd,1413338,computers.components.cpu,2,1069.32
2020-10,amd,1413339,computers.components.cpu,1,296.74
2020-10,amd,1413340,computers.components.cpu,11,2339.710000000001
2020-10,amd,1413341,computers.components.cpu,2,383.04
2020-10,amd,3791077,computers.components.cpu,1,347.72
2020-10,amd,3791078,computers.components.cpu,1,230.54
2020-10,amd,3791079,computers.components.cpu,4,484.3
2020-10,amd,3791141,computers.components.cpu,4,921.92
2020-10,amd,3791351,computers.components.cpu,77,26353.410000000076
2020-10,amd,3791400,computers.components.cpu,3,1144.3799999999999
2020-10,amd,3791401,computers.components.cpu,3,1429.4
2020-10,amd,3791403,computers.components.cpu,5,2132.73
2020-10,amd,3804514,computers.components.cpu,2,704.3000000000001
2020-10,amd,4078407,computers.components.cpu,4,2192.28
2020-10,amd,4079275,computers.components.cpu,2,248.26
2020-10,amega,1703410,,1,113.02
2020-10,and,1805411,,4,172.3
2020-10,anker,1850156,,1,90.8
2020-10,aoc,426325,computers.peripherals.monitor,1,121.87
2020-10,aoc,1694512,computers.peripherals.monitor,2,508.76
2020-10,aopen,1549782,,1,21.56
2020-10,apacer,903858,computers.components.hdd,1,28.59
2020-10,apc,130160,,1,180.06
2020-10,aqc,599595,computers.peripherals.printer,1,36.16
2020-10,aqc,599608,computers.peripherals.printer,1,16.65
2020-10,aqc,633697,computers.peripherals.printer,1,21.25
2020-10,aqc,1144640,computers.peripherals.printer,2,3.14
2020-10,araree,4078992,electronics.telephone,1,68.76
2020-10,araree,4099526,electronics.telephone,1,4.49
2020-10,araree,4170504,electronics.telephone,1,15.38
2020-10,arian,3506612,electronics.tablet,3,188.56
2020-10,ark,1301733,electronics.telephone,5,550.4399999999998
2020-10,ark,1660955,electronics.telephone,1,21.9
2020-10,ark,1822460,electronics.telephone,1,15.87
2020-10,asrock,136700,computers.components.motherboard,10,1010.4900000000001
2020-10,asrock,475615,computers.components.motherboard,1,51.43
2020-10,asrock,475616,computers.components.motherboard,4,387.45000000000005
2020-10,asrock,523117,computers.components.motherboard,14,1328.5799999999995
2020-10,asrock,1271552,computers.components.motherboard,2,206.48
2020-10,asrock,1454845,computers.components.motherboard,2,270.22
2020-10,asrock,1521646,computers.components.motherboard,7,500.8499999999999
2020-10,asrock,1570050,computers.components.motherboard,1,87.4
2020-10,asrock,1613758,computers.components.motherboard,1,57.13
2020-10,asrock,1830918,computers.components.motherboard,1,54.17
2020-10,asrock,3581572,computers.components.motherboard,1,64.97
2020-10,asrock,3581577,computers.components.motherboard,1,111.27
2020-10,asrock,3606492,computers.components.motherboard,6,811.4
2020-10,asrock,3660481,computers.components.motherboard,2,165.48
2020-10,asrock,3792149,computers.components.motherboard,1,370.28
2020-10,asus,2365,computers.peripherals.wifi,1,21.51
2020-10,asus,137302,computers.components.motherboard,13,1158.3599999999997
2020-10,asus,252618,computers.components.videocards,2,454.38000000000005
2020-10,asus,252635,computers.components.cdrw,1,68.7
2020-10,asus,288168,computers.components.cdrw,1,79.19
2020-10,asus,387956,computers.components.videocards,4,521.05
2020-10,asus,413696,computers.peripherals.wifi,1,166.85
2020-10,asus,461183,computers.components.sound_card,1,243.29
2020-10,asus,478724,computers.components.motherboard,2,158.7
2020-10,asus,622796,computers.components.cdrw,1,147.38
2020-10,asus,809948,computers.components.motherboard,24,2063.36
2020-10,asus,840623,computers.components.motherboard,1,82.33
2020-10,asus,867060,computers.components.motherboard,3,296.19
2020-10,asus,893192,computers.components.videocards,3,1013.52
2020-10,asus,895405,accessories.bag,1,118.44
2020-10,asus,895431,electronics.telephone,1,17.14
2020-10,asus,906630,computers.components.videocards,1,280.22
2020-10,asus,1018058,computers.components.motherboard,1,79.54
2020-10,asus,1019172,computers.components.videocards,1,48.89
2020-10,asus,1080488,electronics.video.projector,3,2602
2020-10,asus,1380632,computers.components.motherboard,1,148.37
2020-10,asus,1422811,electronics.tablet,1,17.46
2020-10,asus,1571204,computers.components.motherboard,1,146.4
2020-10,asus,1571208,computers.components.motherboard,2,141.72
2020-10,asus,1667376,computers.components.motherboard,1,197.4
2020-10,asus,1735481,computers.components.motherboard,7,1341.3000000000002
2020-10,asus,3647897,computers.peripherals.wifi,1,375.6
2020-10,asus,3721154,computers.peripherals.wifi,6,2619.44
2020-10,asus,3760815,computers.components.motherboard,1,319.43
2020-10,asus,3760821,computers.components.motherboard,1,874.23
2020-10,asus,3828113,computers.components.videocards,1,1339.26
2020-10,asus,3959578,computers.components.videocards,1,679.67
2020-10,asus,3961719,computers.components.videocards,1,600.6
2020-10,asus,3962702,computers.components.videocards,1,574.59
2020-10,asus,4028751,computers.components.cdrw,4,805
2020-10,asus,4100254,computers.components.videocards,3,749.16
2020-10,asus,4154627,computers.components.videocards,1,211.14
2020-10,asus,4155375,computers.components.videocards,1,1003.08
2020-10,asus,4170137,computers.components.videocards,1,220.95
2020-10,asus,4183847,computers.components.videocards,1,928.23
2020-10,aura,3759019,,1,55.56
2020-10,b.well,953830,medicine.tools.tonometer,1,34.22
2020-10,b.well,1031750,,1,11.57
2020-10,b.well,1383166,medicine.tools.tonometer,1,46.06
2020-10,ballistix,866570,,1,41.9
2020-10,ballistix,1849361,,1,88.33
2020-10,baseus,1413222,,1,142.58
2020-10,baseus,3648547,,1,53.33
2020-10,baseus,3699143,,2,81.26
2020-10,batterika,830454,computers.notebook,1,17.14
2020-10,bbk,498174,computers.components.tv_tuner,3,69.39
2020-10,bbk,919615,computers.components.tv_tuner,1,20.25
2020-10,bbk,1153845,,1,31.43
2020-10,bbk,1660690,appliances.environment.vacuum,2,118.6
2020-10,bbk,3828501,electronics.video.tv,12,1481.7200000000003
2020-10,bbk,4155159,electronics.video.tv,1,224.76
2020-10,benq,955848,computers.peripherals.monitor,3,709.38
2020-10,benq,1042669,computers.peripherals.monitor,1,178.22
2020-10,benq,3605240,electronics.video.projector,1,1173.08
2020-10,benq,3660772,electronics.video.projector,1,1800.35
2020-10,benq,3660773,electronics.video.projector,1,2170.57
2020-10,berkut,595674,auto.accessories.compressor,3,188.13
2020-10,berkut,595675,auto.accessories.compressor,4,438.5
2020-10,berkut,898180,,1,90.73
2020-10,berkut,1504104,,3,408.87
2020-10,blast,1586338,,2,70.2
2020-10,blast,1586341,,1,34.08
2020-10,blast,1586343,,1,20.73
2020-10,blast,3829275,,1,29.89
2020-10,bort,91341,construction.tools.drill,1,165.72
2020-10,bort,92685,,1,39.67
2020-10,bort,811464,construction.tools.drill,1,58.95
2020-10,bort,1283611,appliances.environment.vacuum,4,1190
2020-10,bort,1652852,construction.tools.drill,1,70.89
2020-10,bort,1853714,appliances.steam_cleaner,4,1247.1799999999998
2020-10,bort,3678883,appliances.environment.vacuum,2,306.33
2020-10,bort,3761414,,5,1439.5200000000002
2020-10,bort,4005274,,1,181.98
2020-10,bort,4005281,,1,201.43
2020-10,bosch,37027,appliances.kitchen.kettle,5,341.88
2020-10,bosch,92847,,1,594.82
2020-10,bosch,245481,appliances.kitchen.meat_grinder,2,397.24
2020-10,bosch,262315,construction.tools.saw,1,1361.94
2020-10,bosch,863795,construction.tools.drill,3,690.6
2020-10,bosch,914954,,2,578.04
2020-10,bosch,1434012,appliances.kitchen.grill,3,359.1
2020-10,bosch,1660978,,1,171.94
2020-10,bosch,1768727,,1,36.6
2020-10,bosch,1950862,appliances.kitchen.coffee_machine,1,22.75
2020-10,bosch,1951033,appliances.kitchen.coffee_machine,1,14.86
2020-10,bosch,3655969,construction.tools.saw,1,169.75
2020-10,bosch,3656520,construction.tools.saw,1,199.7
2020-10,bosch,3829907,,1,446.21
2020-10,bq,1633460,electronics.telephone,1,34.14
2020-10,bq,4170994,electronics.video.tv,1,239.97
2020-10,brand-rex,4183813,,1,23.16
2020-10,brother,180850,appliances.sewing_machine,1,197.18
2020-10,brother,209957,computers.peripherals.printer,2,678.68
2020-10,brother,462236,computers.peripherals.printer,2,892.23
2020-10,brother,462239,computers.peripherals.printer,6,2456.67
2020-10,brother,462241,computers.peripherals.printer,10,2697.12
2020-10,brother,462242,computers.peripherals.printer,1,129.52
2020-10,brother,690373,computers.peripherals.printer,1,1364.58
2020-10,brother,783179,appliances.sewing_machine,1,101.1
2020-10,brother,942477,computers.peripherals.printer,1,617.83
2020-10,brother,1423328,computers.peripherals.printer,7,3389.289999999999
2020-10,brother,1666809,computers.peripherals.printer,1,829.36
2020-10,brother,1666810,computers.peripherals.printer,1,502.87
2020-10,brother,3738555,,2,682.89
2020-10,buro,331599,,1,14.22
2020-10,buro,687739,electronics.tablet,1,11.81
2020-10,buro,1015938,,1,1.57
2020-10,cablexpert,1144538,,1,32.95
2020-10,cactus,28480,stationery.cartrige,2,49.949999999999996
2020-10,cactus,28701,stationery.cartrige,1,38.86
2020-10,cactus,30176,stationery.cartrige,1,17.41
2020-10,cactus,31489,stationery.cartrige,1,51.75
2020-10,cactus,32522,stationery.cartrige,1,37.88
2020-10,cactus,32910,stationery.cartrige,1,16.52
2020-10,cactus,54949,stationery.cartrige,1,18.94
2020-10,cactus,54952,stationery.cartrige,1,18.94
2020-10,cactus,54955,stationery.cartrige,1,18.94
2020-10,cactus,54959,stationery.cartrige,1,18.94
2020-10,cactus,54980,stationery.cartrige,1,39.74
2020-10,cactus,54984,stationery.cartrige,1,22.68
2020-10,cactus,54986,stationery.cartrige,2,34.98
2020-10,cactus,54998,stationery.cartrige,1,19.3
2020-10,cactus,58995,stationery.cartrige,1,19.06
2020-10,cactus,61771,stationery.cartrige,1,16.05
2020-10,cactus,71253,stationery.cartrige,1,24.13
2020-10,cactus,71315,stationery.cartrige,1,32.1
2020-10,cactus,71346,stationery.cartrige,1,33.78
2020-10,cactus,81562,stationery.cartrige,1,24.13
2020-10,cactus,82261,stationery.cartrige,1,20.38
2020-10,cactus,281925,stationery.cartrige,1,24.73
2020-10,cactus,281926,stationery.cartrige,1,24.73
2020-10,cactus,281931,stationery.cartrige,1,24.73
2020-10,cactus,281932,stationery.cartrige,1,24.73
2020-10,cactus,395638,computers.peripherals.printer,1,23.65
2020-10,cactus,395640,computers.peripherals.printer,2,44.82
2020-10,cactus,426261,stationery.cartrige,1,53.91
2020-10,cactus,494725,stationery.paper,1,315.56
2020-10,cactus,578196,computers.peripherals.printer,1,17.25
2020-10,cactus,889641,stationery.cartrige,1,28.71
2020-10,cactus,892969,computers.peripherals.printer,2,52.400000000000006
2020-10,cactus,1013353,stationery.cartrige,1,23.16
2020-10,cactus,1015945,computers.peripherals.printer,2,118.25
2020-10,cactus,1034433,stationery.cartrige,1,21.11
2020-10,cactus,1317440,computers.peripherals.printer,1,25.7
2020-10,cactus,1323738,stationery.cartrige,1,39.21
2020-10,cactus,1323740,stationery.cartrige,1,39.21
2020-10,cactus,1323742,stationery.cartrige,1,39.21
2020-10,cactus,1323744,stationery.cartrige,1,39.21
2020-10,cactus,1422914,stationery.cartrige,1,22.08
2020-10,cactus,1422915,stationery.cartrige,1,22.08
2020-10,cactus,1422916,stationery.cartrige,1,22.08
2020-10,cactus,1521804,computers.peripherals.printer,1,97.41
2020-10,cactus,3759117,stationery.cartrige,2,26.06
2020-10,cactus,3759123,stationery.cartrige,1,14.95
2020-10,cactus,4099080,,1,31.32
2020-10,camelion,1453673,,1,12.08
2020-10,cameronsino,1021263,,1,20
2020-10,cameronsino,1342200,,2,16.58
2020-10,cameronsino,1453464,,1,21.11
2020-10,cameronsino,1578381,,1,4.86
2020-10,cameronsino,1723771,,1,15.4
2020-10,cameronsino,1784873,,1,74.28
2020-10,cameronsino,1784876,,1,23.33
2020-10,cameronsino,3422532,,2,29.72
2020-10,cameronsino,3648028,,1,17.62
2020-10,cameronsino,3648180,,1,20.63
2020-10,cameronsino,3648220,,1,15.42
2020-10,cameronsino,3658675,,1,29.68
2020-10,cameronsino,3658687,,1,65.25
2020-10,cameronsino,3758728,electronics.audio.headphone,1,20.63
2020-10,cameronsino,3830465,,1,69.2
2020-10,cameronsino,3830475,,2,56.67
2020-10,cameronsino,3830544,,1,37.78
2020-10,cameronsino,3830554,,1,18.89
2020-10,cameronsino,4051583,electronics.audio.acoustic,1,17.3
2020-10,cameronsino,4051604,electronics.telephone,1,41.9
2020-10,cameronsino,4051901,auto.accessories.gps,1,30.48
2020-10,cameronsino,4052140,,1,20.79
2020-10,cameronsino,4099591,,1,21.75
2020-10,cameronsino,4099611,,2,39.68
2020-10,cameronsino,4100847,electronics.audio.acoustic,3,281.43
2020-10,cameronsino,4154378,,2,39.36
2020-10,candy,1456373,,2,488.61
2020-10,canon,11551,computers.peripherals.printer,1,266.75
2020-10,canon,266528,stationery.cartrige,1,98.16
2020-10,canon,266774,stationery.cartrige,1,53.24
2020-10,canon,277612,computers.peripherals.printer,1,798.86
2020-10,canon,482057,computers.peripherals.printer,1,154.06
2020-10,canon,775653,computers.peripherals.printer,1,118.41
2020-10,canon,781184,computers.peripherals.printer,1,37.46
2020-10,canon,797033,computers.peripherals.printer,1,52.71
2020-10,canon,799067,computers.peripherals.printer,7,912.6700000000002
2020-10,canon,852620,stationery.cartrige,2,232
2020-10,canon,860085,stationery.cartrige,1,504.64
2020-10,canon,879752,,2,224.44
2020-10,canon,888355,stationery.cartrige,3,184.12
2020-10,canon,1443939,computers.peripherals.printer,2,370.32
2020-10,canon,1452877,computers.peripherals.printer,1,539.34
2020-10,canon,1452884,computers.peripherals.printer,1,159.1
2020-10,canon,1633232,computers.peripherals.scanner,1,89.21
2020-10,canon,1714744,computers.peripherals.printer,1,66.21
2020-10,canon,1746204,,1,636.22
2020-10,canon,1785245,stationery.cartrige,36,1810.6199999999983
2020-10,canon,1785246,stationery.cartrige,18,1131
2020-10,canon,1813579,stationery.cartrige,8,1914.25
2020-10,canon,1838982,computers.peripherals.printer,2,2451
2020-10,canon,2677155,computers.peripherals.printer,1,281.06
2020-10,canon,3759997,computers.peripherals.printer,12,3857.2000000000016
2020-10,canon,3760001,computers.peripherals.printer,10,3776.1599999999994
2020-10,canon,3760003,computers.peripherals.printer,10,6128.829999999999
2020-10,canon,3790736,computers.peripherals.printer,14,3924.48
2020-10,canon,4013122,stationery.cartrige,1,12.94
2020-10,canon,4101127,computers.peripherals.printer,1,154.78
2020-10,canon,4102479,computers.peripherals.printer,3,1497.52
2020-10,canyon,493266,computers.peripherals.camera,2,50.8
2020-10,canyon,1795171,computers.peripherals.camera,13,834.75
2020-10,cbr,16108,computers.peripherals.camera,1,13.17
2020-10,cbr,471306,computers.peripherals.joystick,1,13.22
2020-10,cbr,611554,computers.peripherals.camera,2,25.88
2020-10,cbr,620291,computers.peripherals.camera,10,202.80000000000004
2020-10,cbr,620292,computers.peripherals.camera,4,92.19
2020-10,cbr,1443878,computers.peripherals.joystick,2,38.38
2020-10,cbr,1443880,computers.peripherals.joystick,2,52.34
2020-10,cbr,4170539,computers.peripherals.camera,2,27.14
2020-10,celly,835615,electronics.telephone,1,9.84
2020-10,celly,857282,electronics.telephone,1,1.57
2020-10,celly,1308387,electronics.telephone,1,3.14
2020-10,celly,1354201,electronics.telephone,1,20
2020-10,chairman,3605138,computers.desktop,1,110.78
2020-10,chairman,3666616,computers.desktop,1,121.4
2020-10,chairman,4100614,computers.desktop,1,44.81
2020-10,chieftec,130544,computers.components.power_supply,1,148.12
2020-10,chieftec,269973,computers.components.power_supply,1,98.56
2020-10,chieftec,822237,computers.components.power_supply,1,46.54
2020-10,chieftec,952888,computers.components.power_supply,1,102.49
2020-10,cigii,4079315,electronics.audio.acoustic,1,49.21
2020-10,cobra,835619,,1,75.7
2020-10,codyson,827395,,1,19.84
2020-10,codyson,841972,,4,461.6
2020-10,codyson,1674297,,2,255.55
2020-10,codyson,1682572,,1,101.9
2020-10,comfort,905131,,1,156.73
2020-10,content,3830296,computers.peripherals.printer,4,97.23
2020-10,continent,151107,accessories.bag,1,51.27
2020-10,continent,256847,accessories.bag,1,28.73
2020-10,coocazoo,3642382,accessories.bag,1,72.04
2020-10,corsair,461123,computers.components.power_supply,1,193.97
2020-10,corsair,609196,computers.components.power_supply,3,940.3
2020-10,corsair,676687,computers.components.power_supply,1,210.68
2020-10,corsair,3506261,,1,133.63
2020-10,coteetci,4051808,computers.notebook,1,29.52
2020-10,creative,125338,electronics.audio.acoustic,2,172.38
2020-10,creative,595864,electronics.audio.headphone,1,112.7
2020-10,crown,543437,computers.peripherals.joystick,1,15.9
2020-10,crown,827111,computers.notebook,1,15.02
2020-10,crown,1019171,electronics.audio.acoustic,1,171.16
2020-10,crown,1429211,computers.notebook,2,70.23
2020-10,crown,1430801,computers.components.power_supply,1,83.02
2020-10,crown,1633437,computers.notebook,2,70.11
2020-10,crucial,141676,,1,41.43
2020-10,crucial,690462,,1,74.46
2020-10,crucial,911888,,2,83.8
2020-10,crucial,1569433,,1,26.49
2020-10,cyberpower,620911,,1,164.92
2020-10,d-link,275127,,1,19.16
2020-10,d-link,716611,computers.network.router,1,159.42000000000002
2020-10,deepcool,139144,computers.components.cooler,4,177.02999999999997
2020-10,deepcool,420956,,1,50.37
2020-10,deepcool,421025,computers.components.cooler,1,36.38
2020-10,deepcool,778780,computers.components.cooler,1,23.97
2020-10,deepcool,1250823,computers.components.cooler,1,111.68
2020-10,deepcool,1401814,,1,78.89
2020-10,deepcool,4170750,,1,126.32
2020-10,defender,16133,computers.peripherals.camera,6,181.26
2020-10,defender,16339,computers.peripherals.camera,1,26.51
2020-10,defender,16340,computers.peripherals.camera,3,196.55999999999997
2020-10,defender,167240,electronics.audio.headphone,1,0.9
2020-10,defender,214864,computers.peripherals.camera,2,27.24
2020-10,defender,232918,electronics.tablet,1,15.32
2020-10,defender,3828473,electronics.audio.headphone,1,22.38
2020-10,dell,910017,computers.notebook,1,25.08
2020-10,delta,1429371,,1,8.38
2020-10,deppa,218078,electronics.telephone,2,3.14
2020-10,dewalt,768692,construction.tools.drill,1,279.7
2020-10,dewalt,886914,construction.tools.drill,2,355.71
2020-10,dialog,493533,electronics.audio.acoustic,1,33.16
2020-10,dialog,908273,electronics.audio.acoustic,1,107.33
2020-10,dialog,1674136,computers.peripherals.joystick,1,37.26
2020-10,dialog,4101104,computers.peripherals.joystick,1,72.98
2020-10,digma,892099,computers.ebooks,2,172.74
2020-10,digma,892102,computers.ebooks,1,739.9699999999999
2020-10,digma,1013028,,1,22.38
2020-10,digma,1013043,auto.accessories.player,1,69.09
2020-10,digma,1013044,auto.accessories.player,1,46.06
2020-10,digma,1013306,,4,185.85000000000002
2020-10,digma,1203188,,2,4.71
2020-10,digma,1569698,computers.ebooks,1,67.27
2020-10,digma,1716039,electronics.tablet,1,256.81
2020-10,digma,1735640,electronics.video.projector,3,755.76
2020-10,digma,1756526,electronics.telephone,2,135.24
2020-10,digma,1756532,electronics.telephone,1,53.33
2020-10,digma,1756663,electronics.telephone,1,59.68
2020-10,digma,3791408,computers.ebooks,3,356.9
2020-10,digma,4156062,electronics.tablet,3,323.37
2020-10,digma,4156065,electronics.telephone,1,104.13
2020-10,digma,4156066,electronics.telephone,1,135.87
2020-10,duracell,241977,stationery.battery,1,10.44
2020-10,e.o.s,1625963,electronics.audio.acoustic,1,214.56
2020-10,easyprint,367313,stationery.cartrige,1,17.41
2020-10,easyprint,4044364,stationery.cartrige,1,17.9
2020-10,edifier,124712,electronics.audio.acoustic,3,1433.53
2020-10,edifier,460841,electronics.audio.acoustic,2,278.16
2020-10,edifier,471287,electronics.audio.acoustic,5,1295.25
2020-10,edifier,1271550,electronics.audio.acoustic,6,848.9
2020-10,element,846775,,1,110.16
2020-10,element,1682300,construction.tools.soldering,1,26.9
2020-10,elp,1466825,computers.peripherals.printer,1,12.43
2020-10,elp,1466835,computers.peripherals.printer,2,43.36
2020-10,epson,13327,computers.peripherals.scanner,4,821.6500000000001
2020-10,epson,261640,stationery.cartrige,1,44.86
2020-10,epson,294657,stationery.cartrige,1,96.37
2020-10,epson,356748,computers.peripherals.printer,4,848.3300000000002
2020-10,epson,371764,computers.peripherals.printer,3,2589.16
2020-10,epson,482046,computers.peripherals.printer,1,445.14
2020-10,epson,668468,computers.peripherals.printer,3,2101.19
2020-10,epson,828515,stationery.cartrige,1,217.28
2020-10,epson,864957,stationery.cartrige,1,71.88
2020-10,epson,1135434,computers.peripherals.printer,1,214.9
2020-10,epson,1135936,computers.peripherals.printer,1,277.1
2020-10,epson,1667207,computers.peripherals.printer,1,482.76
2020-10,epson,1735131,computers.peripherals.printer,8,2522.28
2020-10,epson,1745899,computers.peripherals.printer,2,760.12
2020-10,epson,1769370,computers.peripherals.printer,1,255.84
2020-10,epson,3758834,stationery.cartrige,3,544.2
2020-10,epson,4013522,computers.peripherals.printer,3,688.14
2020-10,epson,4047245,computers.peripherals.printer,2,763.24
2020-10,espada,1029558,,1,10.83
2020-10,espada,1470145,,1,44.66
2020-10,espada,3537120,computers.components.hdd,1,24.98
2020-10,eurolux,523914,construction.tools.welding,1,111.56
2020-10,eva,3828755,electronics.audio.acoustic,1,26.04
2020-10,exegate,474736,computers.components.power_supply,2,99.42
2020-10,exegate,1008592,computers.components.power_supply,1,183.95
2020-10,exegate,1444009,,1,33.73
2020-10,exegate,3792249,,1,36.81
2020-10,exegate,4101747,,1,109.48
2020-10,favourite,1285468,construction.tools.welding,1,179.85000000000002
2020-10,favourite,1382188,construction.tools.drill,1,48.7
2020-10,favourite,1796962,,2,130.84
2020-10,favourite,4102606,construction.tools.drill,2,151.8
2020-10,favourite,4154428,appliances.environment.vacuum,1,136.66
2020-10,felisatti,1830076,construction.tools.drill,3,550.1700000000001
2020-10,felisatti,4087778,construction.tools.saw,1,54.78
2020-10,fit,3422599,,1,31.65
2020-10,fluke,905304,,1,69.14
2020-10,fluke,905306,,1,665.08
2020-10,formula,1745201,,1,107.16
2020-10,formula,1756724,,2,136.24
2020-10,formula,1756725,,1,106.62
2020-10,formula,3829452,,2,69.12
2020-10,fubag,637590,construction.tools.welding,1,134.86
2020-10,fubag,677289,construction.tools.welding,1,101.67
2020-10,fubag,1263514,,1,35.79
2020-10,fubag,1263516,,9,1513.4000000000003
2020-10,fubag,1263531,,1,71.05
2020-10,fubag,1433658,auto.accessories.compressor,1,340.54
2020-10,fubag,1745330,,1,60.83
2020-10,fubag,1745716,construction.tools.welding,2,1368.52
2020-10,fubag,1745718,,3,437.8
2020-10,fubag,1779501,auto.accessories.compressor,1,406.89
2020-10,fubag,1779516,auto.accessories.compressor,1,256.1
2020-10,fubag,1796317,construction.tools.welding,3,1137.28
2020-10,fubag,4154453,auto.accessories.compressor,2,262.34
2020-10,gbc,477113,,1,82.86
2020-10,gefest,761929,,1,115.79
2020-10,gembird,790602,computers.peripherals.mouse,1,18.65
